 # Tag              Time [sec]                Mass [g]             posx [code]             posy [code]             velx [code]             vely [code]             accx [code]             accy [code]
     2      0.331128000000E+08      0.397800000000E+34     -0.871269896230E+13     -0.133019550454E+14     -0.840842381995E+06      0.496379207937E+06      0.659090605124E-01      0.000000000000E+00
     2      0.337435200000E+08      0.397800000000E+34     -0.923985629209E+13     -0.129840256107E+14     -0.820409787037E+06      0.526926952065E+06      0.659090605124E-01      0.000000000000E+00
     2      0.343742400000E+08      0.397800000000E+34     -0.975395605776E+13     -0.126469760298E+14     -0.798908643373E+06      0.556533930123E+06      0.659090605124E-01      0.000000000000E+00
     2      0.350049600000E+08      0.397800000000E+34     -0.102543316597E+14     -0.122914052167E+14     -0.776385838020E+06      0.585165540833E+06      0.659090605124E-01      0.000000000000E+00
     2      0.356356800000E+08      0.397800000000E+34     -0.107403462161E+14     -0.119179335167E+14     -0.752889144507E+06      0.612789671736E+06      0.659090605124E-01      0.000000000000E+00
     2      0.362664000000E+08      0.397800000000E+34     -0.112113931004E+14     -0.115272011366E+14     -0.728467083221E+06      0.639376698244E+06      0.659090605124E-01      0.000000000000E+00
     2      0.368971200000E+08      0.397800000000E+34     -0.116668963900E+14     -0.111198665768E+14     -0.703168784968E+06      0.664899474472E+06      0.659090605124E-01      0.000000000000E+00
     2      0.375278400000E+08      0.397800000000E+34     -0.121063112307E+14     -0.106966050699E+14     -0.677043858222E+06      0.689333316305E+06      0.659090605124E-01      0.000000000000E+00
     2      0.381585600000E+08      0.397800000000E+34     -0.125291241175E+14     -0.102581070320E+14     -0.650142260517E+06      0.712655977144E+06      0.659090605124E-01      0.000000000000E+00
     2      0.387892800000E+08      0.397800000000E+34     -0.129348530948E+14     -0.980507652978E+13     -0.622514174355E+06      0.734847616840E+06      0.659090605124E-01      0.000000000000E+00
     2      0.394200000000E+08      0.397800000000E+34     -0.133230478793E+14     -0.933822976830E+13     -0.594209887968E+06      0.755890764305E+06      0.659090605124E-01      0.000000000000E+00
     2      0.400507200000E+08      0.397800000000E+34     -0.136932899087E+14     -0.885829360344E+13     -0.565279681224E+06      0.775770274306E+06      0.659090605124E-01      0.000000000000E+00
     2      0.406814400000E+08      0.397800000000E+34     -0.140451923188E+14     -0.836600408239E+13     -0.535773716915E+06      0.794473278973E+06      0.659090605124E-01      0.000000000000E+00
     2      0.413121600000E+08      0.397800000000E+34     -0.143783998534E+14     -0.786210501548E+13     -0.505741937607E+06      0.811989134523E+06      0.659090605124E-01      0.000000000000E+00
     2      0.419428800000E+08      0.397800000000E+34     -0.146925887097E+14     -0.734734658231E+13     -0.475233968206E+06      0.828309363722E+06      0.659090605124E-01      0.000000000000E+00
     2      0.425736000000E+08      0.397800000000E+34     -0.149874663232E+14     -0.682248397479E+13     -0.444299024331E+06      0.843427594594E+06      0.659090605124E-01      0.000000000000E+00
     2      0.432043200000E+08      0.397800000000E+34     -0.152627710961E+14     -0.628827607942E+13     -0.412985826560E+06      0.857339495862E+06      0.659090605124E-01      0.000000000000E+00
     2      0.438350400000E+08      0.397800000000E+34     -0.155182720718E+14     -0.574548420062E+13     -0.381342520561E+06      0.870042709607E+06      0.659090605124E-01      0.000000000000E+00
     2      0.444657600000E+08      0.397800000000E+34     -0.157537685607E+14     -0.519487082706E+13     -0.349416603094E+06      0.881536781627E+06      0.659090605124E-01      0.000000000000E+00
     2      0.450964800000E+08      0.397800000000E+34     -0.159690897198E+14     -0.463719844212E+13     -0.317254853834E+06      0.891823089911E+06      0.659090605124E-01      0.000000000000E+00
     2      0.457272000000E+08      0.397800000000E+34     -0.161640940905E+14     -0.407322837976E+13     -0.284903272937E+06      0.900904771688E+06      0.659090605124E-01      0.000000000000E+00
     2      0.463579200000E+08      0.397800000000E+34     -0.163386690977E+14     -0.350371972657E+13     -0.252407024236E+06      0.908786649433E+06      0.659090605124E-01      0.000000000000E+00
     2      0.469886400000E+08      0.397800000000E+34     -0.164927305139E+14     -0.292942827060E+13     -0.219810383934E+06      0.915475156219E+06      0.659090605124E-01      0.000000000000E+00
     2      0.476193600000E+08      0.397800000000E+34     -0.166262218920E+14     -0.235110549732E+13     -0.187156694655E+06      0.920978260780E+06      0.659090605124E-01      0.000000000000E+00
     2      0.482500800000E+08      0.397800000000E+34     -0.167391139698E+14     -0.176949763290E+13     -0.154488324654E+06      0.925305392597E+06      0.659090605124E-01      0.000000000000E+00
     2      0.488808000000E+08      0.397800000000E+34     -0.168314040498E+14     -0.118534473462E+13     -0.121846632023E+06      0.928467367339E+06      0.659090605124E-01      0.000000000000E+00
     2      0.495115200000E+08      0.397800000000E+34     -0.169031153566E+14     -0.599379828321E+12     -0.892719336804E+05      0.930476312924E+06      0.659090605124E-01      0.000000000000E+00
     2      0.501422400000E+08      0.397800000000E+34     -0.169542963763E+14     -0.123280922355E+11     -0.568034789269E+05      0.931345596460E+06      0.659090605124E-01      0.000000000000E+00
     2      0.507729600000E+08      0.397800000000E+34     -0.169850201792E+14      0.575093913152E+12     -0.244794273586E+05      0.931089752303E+06      0.659090605124E-01      0.000000000000E+00
     2      0.514036800000E+08      0.397800000000E+34     -0.169953837295E+14      0.116217897014E+13      0.766316909932E+04      0.929724411440E+06      0.659090605124E-01      0.000000000000E+00
     2      0.520344000000E+08      0.397800000000E+34     -0.169855071846E+14      0.174822988452E+13      0.395883802631E+05      0.927266232372E+06      0.659090605124E-01      0.000000000000E+00
     2      0.526651200000E+08      0.397800000000E+34     -0.169555331854E+14      0.233256012293E+13      0.712614081021E+05      0.923732833678E+06      0.659090605124E-01      0.000000000000E+00
     2      0.532958400000E+08      0.397800000000E+34     -0.169056261414E+14      0.291449440801E+13      0.102648593723E+06      0.919142728375E+06      0.659090605124E-01      0.000000000000E+00
     2      0.539265600000E+08      0.397800000000E+34     -0.168359715112E+14      0.349336927235E+13      0.133717421158E+06      0.913515260222E+06      0.659090605124E-01      0.000000000000E+00
     2      0.545572800000E+08      0.397800000000E+34     -0.167467750815E+14      0.406853357273E+13      0.164436518195E+06      0.906870542042E+06      0.659090605124E-01      0.000000000000E+00
     2      0.551880000000E+08      0.397800000000E+34     -0.166382622459E+14      0.463934896566E+13      0.194775654461E+06      0.899229396163E+06      0.659090605124E-01      0.000000000000E+00
     2      0.558187200000E+08      0.397800000000E+34     -0.165106772853E+14      0.520519034574E+13      0.224705736999E+06      0.890613297030E+06      0.659090605124E-01      0.000000000000E+00
     2      0.564494400000E+08      0.397800000000E+34     -0.163642826517E+14      0.576544624820E+13      0.254198803535E+06      0.881044316045E+06      0.659090605124E-01      0.000000000000E+00
     2      0.570801600000E+08      0.397800000000E+34     -0.161993582559E+14      0.631951921698E+13      0.283228013663E+06      0.870545068659E+06      0.659090605124E-01      0.000000000000E+00
     2      0.577108800000E+08      0.397800000000E+34     -0.160162007622E+14      0.686682613977E+13      0.311767638140E+06      0.859138663743E+06      0.659090605124E-01      0.000000000000E+00
     2      0.583416000000E+08      0.397800000000E+34     -0.158151228886E+14      0.740679855155E+13      0.339793046480E+06      0.846848655242E+06      0.659090605124E-01      0.000000000000E+00
     2      0.589723200000E+08      0.397800000000E+34     -0.155964527168E+14      0.793888290792E+13      0.367280693050E+06      0.833698996102E+06      0.659090605124E-01      0.000000000000E+00
     2      0.596030400000E+08      0.397800000000E+34     -0.153605330097E+14      0.846254082976E+13      0.394208101833E+06      0.819713994465E+06      0.659090605124E-01      0.000000000000E+00
     2      0.602337600000E+08      0.397800000000E+34     -0.151077205397E+14      0.897724932064E+13      0.420553850030E+06      0.804918272097E+06      0.659090605124E-01      0.000000000000E+00
     2      0.608644800000E+08      0.397800000000E+34     -0.148383854267E+14      0.948250095833E+13      0.446297550664E+06      0.789336725022E+06      0.659090605124E-01      0.000000000000E+00
     2      0.614952000000E+08      0.397800000000E+34     -0.145529104882E+14      0.997780406181E+13      0.471419834339E+06      0.772994486316E+06      0.659090605124E-01      0.000000000000E+00
     2      0.621259200000E+08      0.397800000000E+34     -0.142516906000E+14      0.104626828352E+14      0.495902330289E+06      0.755916891021E+06      0.659090605124E-01      0.000000000000E+00
     2      0.627566400000E+08      0.397800000000E+34     -0.139351320694E+14      0.109366774898E+14      0.519727646860E+06      0.738129443117E+06      0.659090605124E-01      0.000000000000E+00
     2      0.633873600000E+08      0.397800000000E+34     -0.136036520212E+14      0.113993443458E+14      0.542879351548E+06      0.719657784505E+06      0.659090605124E-01      0.000000000000E+00
     2      0.640180800000E+08      0.397800000000E+34     -0.132576777954E+14      0.118502559144E+14      0.565341950705E+06      0.700527665925E+06      0.659090605124E-01      0.000000000000E+00
     2      0.646488000000E+08      0.397800000000E+34     -0.128976463587E+14      0.122890009623E+14      0.587100869028E+06      0.680764919761E+06      0.659090605124E-01      0.000000000000E+00
     2      0.652795200000E+08      0.397800000000E+34     -0.125240037285E+14      0.127151845589E+14      0.608142428925E+06      0.660395434646E+06      0.659090605124E-01      0.000000000000E+00
     2      0.659102400000E+08      0.397800000000E+34     -0.121372044095E+14      0.131284281084E+14      0.628453829860E+06      0.639445131809E+06      0.659090605124E-01      0.000000000000E+00
     2      0.665409600000E+08      0.397800000000E+34     -0.117377108443E+14      0.135283693664E+14      0.648023127749E+06      0.617939943091E+06      0.659090605124E-01      0.000000000000E+00
     2      0.671716800000E+08      0.397800000000E+34     -0.113259928762E+14      0.139146624432E+14      0.666839214500E+06      0.595905790551E+06      0.659090605124E-01      0.000000000000E+00
     2      0.678024000000E+08      0.397800000000E+34     -0.109025272252E+14      0.142869777953E+14      0.684891797751E+06      0.573368567592E+06      0.659090605124E-01      0.000000000000E+00
     2      0.684331200000E+08      0.397800000000E+34     -0.104677969766E+14      0.146450022038E+14      0.702171380886E+06      0.550354121528E+06      0.659090605124E-01      0.000000000000E+00
     2      0.690638400000E+08      0.397800000000E+34     -0.100222910824E+14      0.149884387431E+14      0.718669243373E+06      0.526888237525E+06      0.659090605124E-01      0.000000000000E+00
     2      0.696945600000E+08      0.397800000000E+34     -0.956650387454E+13      0.153170067392E+14      0.734377421495E+06      0.502996623831E+06      0.659090605124E-01      0.000000000000E+00
     2      0.703252800000E+08      0.397800000000E+34     -0.910093459083E+13      0.156304417192E+14      0.749288689488E+06      0.478704898236E+06      0.659090605124E-01      0.000000000000E+00
     2      0.709560000000E+08      0.397800000000E+34     -0.862608691235E+13      0.159284953520E+14      0.763396541168E+06      0.454038575671E+06      0.659090605124E-01      0.000000000000E+00
     2      0.715867200000E+08      0.397800000000E+34     -0.814246851239E+13      0.162109353816E+14      0.776695172043E+06      0.429023056886E+06      0.659090605124E-01      0.000000000000E+00
     2      0.722174400000E+08      0.397800000000E+34     -0.765059061669E+13      0.164775455537E+14      0.789179461973E+06      0.403683618136E+06      0.659090605124E-01      0.000000000000E+00
     2      0.728481600000E+08      0.397800000000E+34     -0.715096757444E+13      0.167281255353E+14      0.800844958380E+06      0.378045401802E+06      0.659090605124E-01      0.000000000000E+00
     2      0.734788800000E+08      0.397800000000E+34     -0.664411643984E+13      0.169624908293E+14      0.811687860047E+06      0.352133407870E+06      0.659090605124E-01      0.000000000000E+00
     2      0.741096000000E+08      0.397800000000E+34     -0.613055656373E+13      0.171804726831E+14      0.821705001518E+06      0.325972486229E+06      0.659090605124E-01      0.000000000000E+00
     2      0.747403200000E+08      0.397800000000E+34     -0.561080919500E+13      0.173819179927E+14      0.830893838106E+06      0.299587329685E+06      0.659090605124E-01      0.000000000000E+00
     2      0.753710400000E+08      0.397800000000E+34     -0.508539709138E+13      0.175666892032E+14      0.839252431539E+06      0.273002467665E+06      0.659090605124E-01      0.000000000000E+00
     2      0.760017600000E+08      0.397800000000E+34     -0.455484413910E+13      0.177346642043E+14      0.846779436231E+06      0.246242260518E+06      0.659090605124E-01      0.000000000000E+00
     2      0.766324800000E+08      0.397800000000E+34     -0.401967498118E+13      0.178857362228E+14      0.853474086198E+06      0.219330894376E+06      0.659090605124E-01      0.000000000000E+00
     2      0.772632000000E+08      0.397800000000E+34     -0.348041465388E+13      0.180198137124E+14      0.859336182612E+06      0.192292376510E+06      0.659090605124E-01      0.000000000000E+00
     2      0.778939200000E+08      0.397800000000E+34     -0.293758823081E+13      0.181368202398E+14      0.864366081995E+06      0.165150531114E+06      0.659090605124E-01      0.000000000000E+00
     2      0.785246400000E+08      0.397800000000E+34     -0.239172047451E+13      0.182366943689E+14      0.868564685060E+06      0.137928995481E+06      0.659090605124E-01      0.000000000000E+00
     2      0.791553600000E+08      0.397800000000E+34     -0.184333549485E+13      0.183193895420E+14      0.871933426168E+06      0.110651216508E+06      0.659090605124E-01      0.000000000000E+00
     2      0.797860800000E+08      0.397800000000E+34     -0.129295641407E+13      0.183848739598E+14      0.874474263429E+06      0.833404474758E+05      0.659090605124E-01      0.000000000000E+00
     2      0.804168000000E+08      0.397800000000E+34     -0.741105037921E+12      0.184331304581E+14      0.876189669402E+06      0.560197450702E+05      0.659090605124E-01      0.000000000000E+00
     2      0.810475200000E+08      0.397800000000E+34     -0.188301532571E+12      0.184641563837E+14      0.877082622413E+06      0.287119665760E+05      0.659090605124E-01      0.000000000000E+00
     2      0.816782400000E+08      0.397800000000E+34      0.364935893076E+12      0.184779634683E+14      0.877156598455E+06      0.143976721757E+04      0.659090605124E-01      0.000000000000E+00
     2      0.823089600000E+08      0.397800000000E+34      0.918091300065E+12      0.184745777005E+14      0.876415563668E+06     -0.257744024086E+05      0.659090605124E-01      0.000000000000E+00
     2      0.829396800000E+08      0.397800000000E+34      0.147065132742E+13      0.184540391964E+14      0.874863967384E+06     -0.529082988480E+05      0.659090605124E-01      0.000000000000E+00
     2      0.835704000000E+08      0.397800000000E+34      0.202210549587E+13      0.184164020685E+14      0.872506735707E+06     -0.799398882887E+05      0.659090605124E-01      0.000000000000E+00
     2      0.842011200000E+08      0.397800000000E+34      0.257194650760E+13      0.183617342931E+14      0.869349265625E+06     -0.106847349089E+06      0.659090605124E-01      0.000000000000E+00
     2      0.848318400000E+08      0.397800000000E+34      0.311967054240E+13      0.182901175762E+14      0.865397419619E+06     -0.133609074367E+06      0.659090605124E-01      0.000000000000E+00
     2      0.854625600000E+08      0.397800000000E+34      0.366477755043E+13      0.182016472173E+14      0.860657520756E+06     -0.160203674691E+06      0.659090605124E-01      0.000000000000E+00
     2      0.860932800000E+08      0.397800000000E+34      0.420677154205E+13      0.180964319721E+14      0.855136348245E+06     -0.186609980897E+06      0.659090605124E-01      0.000000000000E+00
     2      0.867240000000E+08      0.397800000000E+34      0.474516087482E+13      0.179745939133E+14      0.848841133424E+06     -0.212807047079E+06      0.659090605124E-01      0.000000000000E+00
     2      0.873547200000E+08      0.397800000000E+34      0.527945853813E+13      0.178362682886E+14      0.841779556157E+06     -0.238774153769E+06      0.659090605124E-01      0.000000000000E+00
     2      0.879854400000E+08      0.397800000000E+34      0.580918243554E+13      0.176816033781E+14      0.833959741615E+06     -0.264490811343E+06      0.659090605124E-01      0.000000000000E+00
     2      0.886161600000E+08      0.397800000000E+34      0.633385566518E+13      0.175107603482E+14      0.825390257420E+06     -0.289936763682E+06      0.659090605124E-01      0.000000000000E+00
     2      0.892468800000E+08      0.397800000000E+34      0.685300679843E+13      0.173239131043E+14      0.816080111105E+06     -0.315091992113E+06      0.659090605124E-01      0.000000000000E+00
     2      0.898776000000E+08      0.397800000000E+34      0.736617015699E+13      0.171212481397E+14      0.806038747886E+06     -0.339936719647E+06      0.659090605124E-01      0.000000000000E+00
     2      0.905083200000E+08      0.397800000000E+34      0.787288608861E+13      0.169029643829E+14      0.795276048694E+06     -0.364451415555E+06      0.659090605124E-01      0.000000000000E+00
     2      0.911390400000E+08      0.397800000000E+34      0.837270124164E+13      0.166692730415E+14      0.783802328447E+06     -0.388616800283E+06      0.659090605124E-01      0.000000000000E+00
     2      0.917697600000E+08      0.397800000000E+34      0.886516883852E+13      0.164203974428E+14      0.771628334533E+06     -0.412413850742E+06      0.659090605124E-01      0.000000000000E+00
     2      0.924004800000E+08      0.397800000000E+34      0.934984894829E+13      0.161565728713E+14      0.758765245456E+06     -0.435823805983E+06      0.659090605124E-01      0.000000000000E+00
     2      0.930312000000E+08      0.397800000000E+34      0.982630875835E+13      0.158780464024E+14      0.745224669631E+06     -0.458828173279E+06      0.659090605124E-01      0.000000000000E+00
     2      0.936619200000E+08      0.397800000000E+34      0.102941228454E+14      0.155850767320E+14      0.731018644273E+06     -0.481408734621E+06      0.659090605124E-01      0.000000000000E+00
     2      0.942926400000E+08      0.397800000000E+34      0.107528734457E+14      0.152779340024E+14      0.716159634364E+06     -0.503547553654E+06      0.659090605124E-01      0.000000000000E+00
     2      0.949233600000E+08      0.397800000000E+34      0.112021507249E+14      0.149568996236E+14      0.700660531645E+06     -0.525226983054E+06      0.659090605124E-01      0.000000000000E+00
     2      0.955540800000E+08      0.397800000000E+34      0.116415530467E+14      0.146222660894E+14      0.684534653607E+06     -0.546429672358E+06      0.659090605124E-01      0.000000000000E+00
     2      0.961848000000E+08      0.397800000000E+34      0.120706872416E+14      0.142743367894E+14      0.667795742438E+06     -0.567138576266E+06      0.659090605124E-01      0.000000000000E+00
     2      0.968155200000E+08      0.397800000000E+34      0.124891688743E+14      0.139134258145E+14      0.650457963886E+06     -0.587336963397E+06      0.659090605124E-01      0.000000000000E+00
     2      0.974462400000E+08      0.397800000000E+34      0.128966225108E+14      0.135398577580E+14      0.632535906006E+06     -0.607008425535E+06      0.659090605124E-01      0.000000000000E+00
     2      0.980769600000E+08      0.397800000000E+34      0.132926819844E+14      0.131539675103E+14      0.614044577743E+06     -0.626136887337E+06      0.659090605124E-01      0.000000000000E+00
     2      0.987076800000E+08      0.397800000000E+34      0.136769906613E+14      0.127561000468E+14      0.594999407312E+06     -0.644706616526E+06      0.659090605124E-01      0.000000000000E+00
     2      0.993384000000E+08      0.397800000000E+34      0.140492017040E+14      0.123466102105E+14      0.575416240345E+06     -0.662702234550E+06      0.659090605124E-01      0.000000000000E+00
     2      0.999691200000E+08      0.397800000000E+34      0.144089783353E+14      0.119258624866E+14      0.555311337742E+06     -0.680108727716E+06      0.659090605124E-01      0.000000000000E+00
     2      0.100599840000E+09      0.397800000000E+34      0.147559940989E+14      0.114942307712E+14      0.534701373209E+06     -0.696911458784E+06      0.659090605124E-01      0.000000000000E+00
     2      0.101230560000E+09      0.397800000000E+34      0.150899331198E+14      0.110520981313E+14      0.513603430423E+06     -0.713096179009E+06      0.659090605124E-01      0.000000000000E+00
     2      0.101861280000E+09      0.397800000000E+34      0.154104903622E+14      0.105998565583E+14      0.492034999789E+06     -0.728649040635E+06      0.659090605124E-01      0.000000000000E+00
     2      0.102492000000E+09      0.397800000000E+34      0.157173718857E+14      0.101379067129E+14      0.470013974750E+06     -0.743556609804E+06      0.659090605124E-01      0.000000000000E+00
