 # Tag              Time [sec]                Mass [g]             posx [code]             posy [code]             velx [code]             vely [code]             accx [code]             accy [code]
     1      0.315360000000E+06      0.198900000000E+34     -0.299130454561E+14      0.626239331884E+12      0.415671270420E+05      0.198550185791E+07      0.131818121025E+00      0.000000000000E+00
     1      0.946080000000E+06      0.198900000000E+34     -0.298606263345E+14      0.187762058430E+13      0.124628539587E+06      0.198202249759E+07      0.131818121025E+00      0.000000000000E+00
     1      0.157680000000E+07      0.198900000000E+34     -0.297558799497E+14      0.312571152574E+13      0.207471555162E+06      0.197506987414E+07      0.131818121025E+00      0.000000000000E+00
     1      0.220752000000E+07      0.198900000000E+34     -0.295989898576E+14      0.436832502247E+13      0.289951001049E+06      0.196465617120E+07      0.131818121025E+00      0.000000000000E+00
     1      0.283824000000E+07      0.198900000000E+34     -0.293902309898E+14      0.560328353935E+13      0.371922341647E+06      0.195079963758E+07      0.131818121025E+00      0.000000000000E+00
     1      0.346896000000E+07      0.198900000000E+34     -0.291299691717E+14      0.682842295568E+13      0.453241931748E+06      0.193352455524E+07      0.131818121025E+00      0.000000000000E+00
     1      0.409968000000E+07      0.198900000000E+34     -0.288186604819E+14      0.804159635759E+13      0.533767268259E+06      0.191286119673E+07      0.131818121025E+00      0.000000000000E+00
     1      0.473040000000E+07      0.198900000000E+34     -0.284568504524E+14      0.924067780026E+13      0.613357239927E+06      0.188884577219E+07      0.131818121025E+00      0.000000000000E+00
     1      0.536112000000E+07      0.198900000000E+34     -0.280451731132E+14      0.104235660334E+14      0.691872374615E+06      0.186152036585E+07      0.131818121025E+00      0.000000000000E+00
     1      0.599184000000E+07      0.198900000000E+34     -0.275843498808E+14      0.115881881834E+14      0.769175083711E+06      0.183093286228E+07      0.131818121025E+00      0.000000000000E+00
     1      0.662256000000E+07      0.198900000000E+34     -0.270751882940E+14      0.127325033858E+14      0.845129903240E+06      0.179713686252E+07      0.131818121025E+00      0.000000000000E+00
     1      0.725328000000E+07      0.198900000000E+34     -0.265185805991E+14      0.138545063618E+14      0.919603731245E+06      0.176019159011E+07      0.131818121025E+00      0.000000000000E+00
     1      0.788400000000E+07      0.198900000000E+34     -0.259155021862E+14      0.149522309321E+14      0.992466061032E+06      0.172016178733E+07      0.131818121025E+00      0.000000000000E+00
     1      0.851472000000E+07      0.198900000000E+34     -0.252670098798E+14      0.160237534625E+14      0.106358920987E+07      0.167711760173E+07      0.131818121025E+00      0.000000000000E+00
     1      0.914544000000E+07      0.198900000000E+34     -0.245742400870E+14      0.170671962347E+14      0.113284854274E+07      0.163113446323E+07      0.131818121025E+00      0.000000000000E+00
     1      0.977616000000E+07      0.198900000000E+34     -0.238384068059E+14      0.180807307370E+14      0.120012269075E+07      0.158229295191E+07      0.131818121025E+00      0.000000000000E+00
     1      0.104068800000E+08      0.198900000000E+34     -0.230607994986E+14      0.190625808686E+14      0.126529376380E+07      0.153067865681E+07      0.131818121025E+00      0.000000000000E+00
     1      0.110376000000E+08      0.198900000000E+34     -0.222427808311E+14      0.200110260515E+14      0.132824755719E+07      0.147638202596E+07      0.131818121025E+00      0.000000000000E+00
     1      0.116683200000E+08      0.198900000000E+34     -0.213857842857E+14      0.209244042463E+14      0.138887375174E+07      0.141949820788E+07      0.131818121025E+00      0.000000000000E+00
     1      0.122990400000E+08      0.198900000000E+34     -0.204913116487E+14      0.218011148643E+14      0.144706610712E+07      0.136012688481E+07      0.131818121025E+00      0.000000000000E+00
     1      0.129297600000E+08      0.198900000000E+34     -0.195609303792E+14      0.226396215724E+14      0.150272264801E+07      0.129837209807E+07      0.131818121025E+00      0.000000000000E+00
     1      0.135604800000E+08      0.198900000000E+34     -0.185962708616E+14      0.234384549855E+14      0.155574584283E+07      0.123434206570E+07      0.131818121025E+00      0.000000000000E+00
     1      0.141912000000E+08      0.198900000000E+34     -0.175990235493E+14      0.241962152411E+14      0.160604277461E+07      0.116814899288E+07      0.131818121025E+00      0.000000000000E+00
     1      0.148219200000E+08      0.198900000000E+34     -0.165709360018E+14      0.249115744528E+14      0.165352530384E+07      0.109990887523E+07      0.131818121025E+00      0.000000000000E+00
     1      0.154526400000E+08      0.198900000000E+34     -0.155138098225E+14      0.255832790371E+14      0.169811022293E+07      0.102974129560E+07      0.131818121025E+00      0.000000000000E+00
     1      0.160833600000E+08      0.198900000000E+34     -0.144294975017E+14      0.262101519100E+14      0.173971940201E+07      0.957769214484E+06      0.131818121025E+00      0.000000000000E+00
     1      0.167140800000E+08      0.198900000000E+34     -0.133198991702E+14      0.267910945500E+14      0.177827992585E+07      0.884118754547E+06      0.131818121025E+00      0.000000000000E+00
     1      0.173448000000E+08      0.198900000000E+34     -0.121869592697E+14      0.273250889229E+14      0.181372422163E+07      0.808918979628E+06      0.131818121025E+00      0.000000000000E+00
     1      0.179755200000E+08      0.198900000000E+34     -0.110326631450E+14      0.278111992658E+14      0.184599017735E+07      0.732301668558E+06      0.131818121025E+00      0.000000000000E+00
     1      0.186062400000E+08      0.198900000000E+34     -0.985903356545E+13      0.282485737270E+14      0.187502125069E+07      0.654401084232E+06      0.131818121025E+00      0.000000000000E+00
     1      0.192369600000E+08      0.198900000000E+34     -0.866812717996E+13      0.286364458588E+14      0.190076656808E+07      0.575353738333E+06      0.131818121025E+00      0.000000000000E+00
     1      0.198676800000E+08      0.198900000000E+34     -0.746203091299E+13      0.289741359606E+14      0.192318101385E+07      0.495298152111E+06      0.131818121025E+00      0.000000000000E+00
     1      0.204984000000E+08      0.198900000000E+34     -0.624285830752E+13      0.292610522698E+14      0.194222530929E+07      0.414374613639E+06      0.131818121025E+00      0.000000000000E+00
     1      0.211291200000E+08      0.198900000000E+34     -0.501274582127E+13      0.294966919991E+14      0.195786608151E+07      0.332724931974E+06      0.131818121025E+00      0.000000000000E+00
     1      0.217598400000E+08      0.198900000000E+34     -0.377384908286E+13      0.296806422172E+14      0.197007592186E+07      0.250492188657E+06      0.131818121025E+00      0.000000000000E+00
     1      0.223905600000E+08      0.198900000000E+34     -0.252833911425E+13      0.298125805730E+14      0.197883343403E+07      0.167820486974E+06      0.131818121025E+00      0.000000000000E+00
     1      0.230212800000E+08      0.198900000000E+34     -0.127839852635E+13      0.298922758597E+14      0.198412327149E+07      0.848546994369E+05      0.131818121025E+00      0.000000000000E+00
     1      0.236520000000E+08      0.198900000000E+34     -0.262176941948E+11      0.299195884207E+14      0.198593616442E+07      0.174021390718E+04      0.131818121025E+00      0.000000000000E+00
     1      0.242827200000E+08      0.198900000000E+34      0.122600908141E+13      0.298944703939E+14      0.198426893593E+07     -0.813773211766E+05      0.131818121025E+00      0.000000000000E+00
     1      0.249134400000E+08      0.198900000000E+34      0.247608741914E+13      0.298169657956E+14      0.197912450764E+07     -0.164352252032E+06      0.131818121025E+00      0.000000000000E+00
     1      0.255441600000E+08      0.198900000000E+34      0.372182670256E+13      0.296872104437E+14      0.197051189457E+07     -0.247039174773E+06      0.131818121025E+00      0.000000000000E+00
     1      0.261748800000E+08      0.198900000000E+34      0.496104391892E+13      0.295054317192E+14      0.195844618930E+07     -0.329293190216E+06      0.131818121025E+00      0.000000000000E+00
     1      0.268056000000E+08      0.198900000000E+34      0.619156748463E+13      0.292719481681E+14      0.194294853558E+07     -0.410970157794E+06      0.131818121025E+00      0.000000000000E+00
     1      0.274363200000E+08      0.198900000000E+34      0.741124105070E+13      0.289871689430E+14      0.192404609123E+07     -0.491926948150E+06      0.131818121025E+00      0.000000000000E+00
     1      0.280670400000E+08      0.198900000000E+34      0.861792728151E+13      0.286515930863E+14      0.190177198058E+07     -0.572021693954E+06      0.131818121025E+00      0.000000000000E+00
